,Product:,Sale Date:,Category:,Quantity:,Total Price:,Total Profit:,Payment Type:,Customer Details:
828,Black Skinny Fit Ultra Flex Jeans,07-03-2025,Men — Jeans,1,€ 33.00,€ 13.20,Debit Card,Customer ID: 16106Location DublinGender: MAge Category: 35-44
829,Black Skinny Fit Ultra Flex Jeans,07-03-2025,Men — Jeans,1,€ 33.00,€ 13.20,Debit Card,Customer ID: 16106Location DublinGender: MAge Category: 35-44
830,Red Wing Iron Ranger Boot,07 Mar 2025,Women —  Shoes,1,€ 78.30,€ 30.45,PayPal,Customer ID: 4029Location TipperaryGender: Prefer not to sayAge Category: 18–24
831,Red Wing Iron Ranger Boot,07 Mar 2025,Women —  Shoes,1,€ 78.30,€ 30.45,PayPal,Customer ID: 4029Location TipperaryGender: Prefer not to sayAge Category: 18–24
832,White Cropped Leggings,2025-03-07,Men —  Trousers,1,€35.00,€17.15,Voucher,Customer ID: 5334Location: DublinGender: FemaleAge: 35-44
833,White Cropped Leggings,2025-03-07,Men —  Trousers,1,€35.00,€17.15,Voucher,Customer ID: 5334Location: DublinGender: FemaleAge: 35-44
834,Navy Linen Blend Dress,2025-03-07,Women — Dresses,1,€ 30.00,€ 15.00,Credit Card,Cust ID: 9816City: TipperaryGender: MaleAge Category: 25-34
835,Navy Linen Blend Dress,2025-03-07,Women — Dresses,1,€ 30.00,€ 15.00,Credit Card,Cust ID: 9816City: TipperaryGender: MaleAge Category: 25-34
836,Blue Puff Sleeve T-shirt Five Pack,07-03-2025,Children — Girls Clothing,1,€ 21.50,€ 10.96,Debit Card,From: WaterfordGender: MaleID 1706Age Range: None
837,Blue Puff Sleeve T-shirt Five Pack,07-03-2025,Children — Girls Clothing,1,€ 21.50,€ 10.96,Debit Card,From: WaterfordGender: MaleID 1706Age Range: None
838,Red Wing Iron Ranger Boot,07 Mar 2025,Women — Shoes,1,EUR 78.30,EUR 30.45,Debit Card,Gender: FemaleLocation KerryID 16069Age Range: 18-24
839,Red Wing Iron Ranger Boot,07 Mar 2025,Women — Shoes,1,EUR 78.30,EUR 30.45,Debit Card,Gender: FemaleLocation KerryID 16069Age Range: 18-24
840,Black Loose Fit Jeans,2025-03-07,Men — Jeans,1,29.00,11.60,Credit Card,Cust ID: 15037From: WaterfordGender: MaleAge Group: 25—34
841,Black Loose Fit Jeans,2025-03-07,Men — Jeans,1,29.00,11.60,Credit Card,Cust ID: 15037From: WaterfordGender: MaleAge Group: 25—34
842,White Short Sleeve Geo Print Shirt,2025-03-08,Men — Shirts,1,€24.30,€7.56,Credit Card,ID 14437From: DublinGender: FemaleAge Group: 25-34
843,White Short Sleeve Geo Print Shirt,2025-03-08,Men — Shirts,1,€24.30,€7.56,Credit Card,ID 14437From: DublinGender: FemaleAge Group: 25-34
844,White Short Sleeve Oxford Shirt,"Mar 08, 2025",Men — Shirts,1,53.00,20.14,Debit Card,Customer ID: 2581Location: CorkGender: MaleAge: 25–34
845,White Short Sleeve Oxford Shirt,"Mar 08, 2025",Men — Shirts,1,53.00,20.14,Debit Card,Customer ID: 2581Location: CorkGender: MaleAge: 25–34
846,Floral Embroidered Kaftan,08 Mar 2025,Children — Girls Clothing,1,€ 32.00,€ 16.32,CC,ID: 16497Location: GalwayGender: FemaleAge Group: 25–34
847,Floral Embroidered Kaftan,08 Mar 2025,Children — Girls Clothing,1,€ 32.00,€ 16.32,CC,ID: 16497Location: GalwayGender: FemaleAge Group: 25–34
848,Blue Floral Embroidered Mac,2025-03-09,Children — Girls Clothing,1,35.00,17.85,Credit Card,Customer ID: 7937City: CorkGender: MAge Range: 25-34
849,Blue Floral Embroidered Mac,2025-03-09,Children — Girls Clothing,1,35.00,17.85,Credit Card,Customer ID: 7937City: CorkGender: MAge Range: 25-34
850,White Short Sleeve Oxford Shirt,09-03-2025,Men — Shirts,1,€ 53.00,€ 20.14,CC,Customer ID: 2281Location DonegalGender: FemaleAge Group: 45—54
851,White Short Sleeve Oxford Shirt,09-03-2025,Men — Shirts,1,€ 53.00,€ 20.14,CC,Customer ID: 2281Location DonegalGender: FemaleAge Group: 45—54
852,Hawaiian Print Sun Safe Two Piece,10-03-2025,Children — Girls Clothing,1,€17.50,€8.93,CC,ID: 10331From: DublinGender: FemaleAge Range: 55-64
853,Hawaiian Print Sun Safe Two Piece,10-03-2025,Children — Girls Clothing,1,€17.50,€8.93,CC,ID: 10331From: DublinGender: FemaleAge Range: 55-64
854,White Polo Two Pack,2025-03-10,Children — Girls Clothing,2,€15.00,€7.65,Credit Card,Customer ID: 5365City: DublinGender: Prefer not to sayAge Range: 18-24
855,White Polo Two Pack,2025-03-10,Children — Girls Clothing,2,€15.00,€7.65,Credit Card,Customer ID: 5365City: DublinGender: Prefer not to sayAge Range: 18-24
856,Gertrude Cardigan,10-03-2025,Women — Tops,1,EUR 21.60,EUR 12.00,CC,ID: 12541City: LimerickGender: MaleAge Group: 35–44
857,Gertrude Cardigan,10-03-2025,Women — Tops,1,EUR 21.60,EUR 12.00,CC,ID: 12541City: LimerickGender: MaleAge Group: 35–44
858,White Short Sleeve Bird Print Shirt,2025-03-10,Men — Shirts,1,€29.00,€11.02,Debit Card,ID 15294City: LimerickGender: FAge Group: 55-64
859,White Short Sleeve Bird Print Shirt,2025-03-10,Men — Shirts,1,€29.00,€11.02,Debit Card,ID 15294City: LimerickGender: FAge Group: 55-64
860,Multi Short Sleeve Character T-shirt,2025-03-10,Children — Boys Clothing,1,€16.50,€8.41,Debit Card,Gender: MaleCust ID: 4800Age Category: 25-34From: Dublin
861,Multi Short Sleeve Character T-shirt,2025-03-10,Children — Boys Clothing,1,€16.50,€8.41,Debit Card,Gender: MaleCust ID: 4800Age Category: 25-34From: Dublin
862,Mola Headlamp,2025-03-10,Homeware — Design,2,EUR 86.00,EUR 34.40,Credit  Card,Cust ID: 5936From: CavanGender: MAge: 25—34
863,Mola Headlamp,2025-03-10,Homeware — Design,2,EUR 86.00,EUR 34.40,Credit  Card,Cust ID: 5936From: CavanGender: MAge: 25—34
864,Juliette Pullover,2025-03-10,Women — Tops,1,€ 47.70,€ 26.50,PayPal,ID: 7562From: KerryGender: MaleAge: 18-24
865,Juliette Pullover,2025-03-10,Women — Tops,1,€ 47.70,€ 26.50,PayPal,ID: 7562From: KerryGender: MaleAge: 18-24
866,Pink Slim Fit Double Cuff Shirt,2025-03-11,Men — Shirts,1,EUR 29.00,EUR 11.02,Debit Card,Cust ID: 6613From: CorkGender: FAge Range: 35—44
867,Pink Slim Fit Double Cuff Shirt,2025-03-11,Men — Shirts,1,EUR 29.00,EUR 11.02,Debit Card,Cust ID: 6613From: CorkGender: FAge Range: 35—44
868,Blue Corbed Sandals,11 Mar 2025,Children — Boys Clothing,1,EUR 18.50,EUR 9.44,Credit Card,Cust ID: 10137City: CorkGender: FAge Category: 35-44
869,Blue Corbed Sandals,11 Mar 2025,Children — Boys Clothing,1,EUR 18.50,EUR 9.44,Credit Card,Cust ID: 10137City: CorkGender: FAge Category: 35-44
870,White Short Sleeve Oxford Shirt,"Mar 11, 2025",Men —  Shirts,1,€ 53.00,€ 20.14,Debit Card,ID: 1700Location: CorkGender: MaleAge: None
871,White Short Sleeve Oxford Shirt,"Mar 11, 2025",Men —  Shirts,1,€ 53.00,€ 20.14,Debit Card,ID: 1700Location: CorkGender: MaleAge: None
872,Soft Velour Eyelet Lined Curtains,2025-03-11,Homeware — Design,4,EUR 424.00,EUR 169.60,CC,ID: 6423City: LimerickGender: MAge Category: 35–44
873,Soft Velour Eyelet Lined Curtains,2025-03-11,Homeware — Design,4,EUR 424.00,EUR 169.60,CC,ID: 6423City: LimerickGender: MAge Category: 35–44
874,Lattice Runner,2025-03-11,Homeware — Design,4,344.00,137.60,Credit Card,Cust ID: 11178Location: CavanGender: FAge: 18-24
875,Lattice Runner,2025-03-11,Homeware — Design,4,344.00,137.60,Credit Card,Cust ID: 11178Location: CavanGender: FAge: 18-24
876,Hawaiian Print Sun Safe Two Piece,11 Mar 2025,Children — Girls Clothing,1,15.75,7.17,Credit Card,Cust ID: 17197From: DublinGender: FAge Category: 25-34
877,Hawaiian Print Sun Safe Two Piece,11 Mar 2025,Children — Girls Clothing,1,15.75,7.17,Credit Card,Cust ID: 17197From: DublinGender: FAge Category: 25-34
878,Juliette Pullover,11-03-2025,Women — Tops,1,€ 47.70,€ 26.50,PayPal,Customer ID: 7850Location GalwayGender: FemaleAge Range: 18—24
879,Juliette Pullover,11-03-2025,Women — Tops,1,€ 47.70,€ 26.50,PayPal,Customer ID: 7850Location GalwayGender: FemaleAge Range: 18—24
880,Blue Floral Embroidered Mac,12-03-2025,Children — Girls Clothing,1,€ 31.50,€ 14.35,CC,Customer ID: 4928From: DublinGender: FAge: 35–44
881,Blue Floral Embroidered Mac,12-03-2025,Children — Girls Clothing,1,€ 31.50,€ 14.35,CC,Customer ID: 4928From: DublinGender: FAge: 35–44
882,Black Skinny Zip Trousers,12-03-2025,Men —  Trousers,1,€ 46.00,€ 22.54,Credit Card,Cust ID: 7919City: MonaghanGender: MaleAge Range: 25-34
883,Black Skinny Zip Trousers,12-03-2025,Men —  Trousers,1,€ 46.00,€ 22.54,Credit Card,Cust ID: 7919City: MonaghanGender: MaleAge Range: 25-34
884,Hawaiian Print Sun Safe Two Piece,2025-03-12,Children — Girls Clothing,2,EUR 35.00,EUR 17.85,CC,Age: 25-34Gender: MaleCity: DublinCust ID: 1228
885,Hawaiian Print Sun Safe Two Piece,2025-03-12,Children — Girls Clothing,2,EUR 35.00,EUR 17.85,CC,Age: 25-34Gender: MaleCity: DublinCust ID: 1228
886,Leather Court Shoes,12 Mar 2025,Men —  Shoes,3,111.00,49.95,Debit Card,ID: 12522Location WicklowGender: MaleAge: 35-44
887,Leather Court Shoes,12 Mar 2025,Men —  Shoes,3,111.00,49.95,Debit Card,ID: 12522Location WicklowGender: MaleAge: 35-44
888,Mid Blue Slim Fit Ultra Flex Jeans,2025-03-12,Men — Jeans,1,€48.00,€19.20,Debit Card,ID: 4646City: DublinGender: MaleAge Range: 18-24
889,Mid Blue Slim Fit Ultra Flex Jeans,2025-03-12,Men — Jeans,1,€48.00,€19.20,Debit Card,ID: 4646City: DublinGender: MaleAge Range: 18-24
890,Dawson Trolley,2025-03-12,Homeware — Design,1,EUR 57.00,EUR 22.80,Credit Card,Gender: FemaleLocation LeitrimCustomer ID: 15322Age Category: 55-64
891,Dawson Trolley,2025-03-12,Homeware — Design,1,EUR 57.00,EUR 22.80,Credit Card,Gender: FemaleLocation LeitrimCustomer ID: 15322Age Category: 55-64
892,Mid Blue Slim Fit Ultra Flex Jeans,"Mar 12, 2025",Men —  Jeans,1,EUR 43.20,EUR 14.40,Debit Card,Gender: MaleAge: 18–24ID 12703From: Wexford
893,Mid Blue Slim Fit Ultra Flex Jeans,"Mar 12, 2025",Men —  Jeans,1,EUR 43.20,EUR 14.40,Debit Card,Gender: MaleAge: 18–24ID 12703From: Wexford
894,Navy Chino Trousers,"Mar 12, 2025",Men — Trousers,3,€ 108.00,€ 52.92,Debit Card,ID: 5526Location: DublinGender: MaleAge Category: 18-24
895,Navy Chino Trousers,"Mar 12, 2025",Men — Trousers,3,€ 108.00,€ 52.92,Debit Card,ID: 5526Location: DublinGender: MaleAge Category: 18-24
896,Floral Embroidered Kaftan,"Mar 12, 2025",Children — Girls Clothing,1,€32.00,€16.32,Credit Card,ID 17931Location MeathGender: MaleAge Category: 55–64
897,Floral Embroidered Kaftan,"Mar 12, 2025",Children — Girls Clothing,1,€32.00,€16.32,Credit Card,ID 17931Location MeathGender: MaleAge Category: 55–64
898,Rose Print Prom Dress,2025-03-12,Children  — Girls Clothing,2,66.60,30.34,Credit Card,Customer ID: 5941Location DublinGender: FemaleAge: 35-44
899,Rose Print Prom Dress,2025-03-12,Children  — Girls Clothing,2,66.60,30.34,Credit Card,Customer ID: 5941Location DublinGender: FemaleAge: 35-44
900,White Colour Block T-Shirt,12-03-2025,Children —  Boys Clothing,2,45.00,22.95,Debit Card,Location KerryAge Range: 25-34Customer ID: 19550Gender: Prefer not to say
901,White Colour Block T-Shirt,12-03-2025,Children —  Boys Clothing,2,45.00,22.95,Debit Card,Location KerryAge Range: 25-34Customer ID: 19550Gender: Prefer not to say
902,Orange/Navy Shorts Three Pack,13 Mar 2025,Children — Girls Clothing,2,33.00,16.83,Credit Card,ID 1491From: KildareGender: MaleAge: 25—34
903,Orange/Navy Shorts Three Pack,13 Mar 2025,Children — Girls Clothing,2,33.00,16.83,Credit Card,ID 1491From: KildareGender: MaleAge: 25—34
904,Metallic Cross Strap Block Heels,2025-03-13,Women — Shoes,1,58.50,22.75,Debit Card,Gender: MaleLocation DublinAge: 25-34ID: 7566
905,Metallic Cross Strap Block Heels,2025-03-13,Women — Shoes,1,58.50,22.75,Debit Card,Gender: MaleLocation DublinAge: 25-34ID: 7566
906,Orange/Navy Shorts Three Pack,2025-03-13,Children — Girls Clothing,1,€ 16.50,€ 8.41,Debit Card,ID 3723City: DublinGender: FAge Range: 45–54
907,Orange/Navy Shorts Three Pack,2025-03-13,Children — Girls Clothing,1,€ 16.50,€ 8.41,Debit Card,ID 3723City: DublinGender: FAge Range: 45–54
908,Navy Crew and Jogger Set,2025-03-14,Children — Boys Clothing,1,17.50,8.93,Credit Card,Location DublinCustomer ID: 16672Age Range: 25-34Gender: Prefer not to say
909,Navy Crew and Jogger Set,2025-03-14,Children — Boys Clothing,1,17.50,8.93,Credit Card,Location DublinCustomer ID: 16672Age Range: 25-34Gender: Prefer not to say
910,Blue Puff Sleeve T-shirt Five Pack,"Mar 14, 2025",Children — Girls Clothing,2,€43.00,€21.93,Credit Card,ID: 7816Location CorkGender: MaleAge Category: 25-34
911,Blue Puff Sleeve T-shirt Five Pack,"Mar 14, 2025",Children — Girls Clothing,2,€43.00,€21.93,Credit Card,ID: 7816Location CorkGender: MaleAge Category: 25-34
912,Pink Linen Blend Parallel Trousers,2025-03-14,Men — Trousers,2,€ 70.00,€ 34.30,Credit Card,Customer ID: 18462Location: WicklowGender: MAge Category: 18-24
913,Pink Linen Blend Parallel Trousers,2025-03-14,Men — Trousers,2,€ 70.00,€ 34.30,Credit Card,Customer ID: 18462Location: WicklowGender: MAge Category: 18-24
914,White Cropped Leggings,2025-03-14,Men — Trousers,1,€ 35.00,€ 17.15,Debit Card,ID 3469From: ClareGender: FemaleAge Category: 55-64
915,White Cropped Leggings,2025-03-14,Men — Trousers,1,€ 35.00,€ 17.15,Debit Card,ID 3469From: ClareGender: FemaleAge Category: 55-64
916,Dark Wash Straight Fit Jeans,14 Mar 2025,Men  — Jeans,1,33.00,13.20,Debit Card,ID 11222Location CorkGender: FemaleAge Group: 35—44
917,Dark Wash Straight Fit Jeans,14 Mar 2025,Men  — Jeans,1,33.00,13.20,Debit Card,ID 11222Location CorkGender: FemaleAge Group: 35—44
918,Lattice Runner,2025-03-14,Homeware —  Design,2,172.00,68.80,Credit Card,ID 4556From: OffalyGender: MAge Range: 35-44
919,Lattice Runner,2025-03-14,Homeware —  Design,2,172.00,68.80,Credit Card,ID 4556From: OffalyGender: MAge Range: 35-44
920,Lodge Women's Shirt,"Mar 14, 2025",Women — Tops,1,€ 33.30,€ 18.50,Debit Card,Customer ID: 17772Location WaterfordGender: MAge Range: 45-54
921,Lodge Women's Shirt,"Mar 14, 2025",Women — Tops,1,€ 33.30,€ 18.50,Debit Card,Customer ID: 17772Location WaterfordGender: MAge Range: 45-54
922,Dwellers Stool,2025-03-14,Homeware — Design,4,€ 41.40,€ 13.80,Credit Card,Cust ID: 7922City: CorkGender: MAge Range: 35–44
923,Dwellers Stool,2025-03-14,Homeware — Design,4,€ 41.40,€ 13.80,Credit Card,Cust ID: 7922City: CorkGender: MAge Range: 35–44
924,White Tie and Shirt Set,14 Mar 2025,Men — Shirts,4,€140.00,€53.20,PayPal,Age Group: 45—54ID: 16406From: DonegalGender: Female
925,White Tie and Shirt Set,14 Mar 2025,Men — Shirts,4,€140.00,€53.20,PayPal,Age Group: 45—54ID: 16406From: DonegalGender: Female
926,Lilac/Mint Long Sleeve Shirts,15 Mar 2025,Children — Girls Clothing,1,€ 26.00,€ 13.26,Debit  Card,ID 10262City: WestmeathGender: FemaleAge Category: 35—44
927,Lilac/Mint Long Sleeve Shirts,15 Mar 2025,Children — Girls Clothing,1,€ 26.00,€ 13.26,Debit  Card,ID 10262City: WestmeathGender: FemaleAge Category: 35—44
928,Navy Linen Blend Dress,2025-03-15,Women —  Dresses,1,EUR 30.00,EUR 15.00,CC,Age Range: 35—44From: CorkGender: MaleCustomer ID: 7747
929,Navy Linen Blend Dress,2025-03-15,Women —  Dresses,1,EUR 30.00,EUR 15.00,CC,Age Range: 35—44From: CorkGender: MaleCustomer ID: 7747
930,Black Full Length Leggings,2025-03-15,Men — Trousers,1,46.00,22.54,Credit Card,ID: 4813From: LeitrimGender: FemaleAge Category: 25–34
931,Black Full Length Leggings,2025-03-15,Men — Trousers,1,46.00,22.54,Credit Card,ID: 4813From: LeitrimGender: FemaleAge Category: 25–34
932,Pink Cheque Shirt Dress,2025-03-16,Children — Girls Clothing,1,EUR 16.50,EUR 8.41,Debit Card,ID: 15244Location: LouthGender: MaleAge: 45-54
933,Pink Cheque Shirt Dress,2025-03-16,Children — Girls Clothing,1,EUR 16.50,EUR 8.41,Debit Card,ID: 15244Location: LouthGender: MaleAge: 45-54
934,White Colour Block T-Shirt,"Mar 16, 2025",Children — Boys Clothing,3,67.50,34.42,Debit Card,ID 12006Location: CorkGender: MAge Group: 25-34
935,White Colour Block T-Shirt,"Mar 16, 2025",Children — Boys Clothing,3,67.50,34.42,Debit Card,ID 12006Location: CorkGender: MAge Group: 25-34
936,White Polo Two Pack,17 Mar 2025,Children — Girls Clothing,1,EUR 7.50,EUR 3.83,CC,Cust ID: 8059Location WicklowGender: FemaleAge Category: 45–54
937,White Polo Two Pack,17 Mar 2025,Children — Girls Clothing,1,EUR 7.50,EUR 3.83,CC,Cust ID: 8059Location WicklowGender: FemaleAge Category: 45–54
938,Black Single Cuff Shirt,2025-03-17,Men — Shirts,3,€ 126.00,€ 47.88,Credit Card,ID: 13541Location: LouthGender: FemaleAge Category: 25-34
939,Black Single Cuff Shirt,2025-03-17,Men — Shirts,3,€ 126.00,€ 47.88,Credit Card,ID: 13541Location: LouthGender: FemaleAge Category: 25-34
940,Camp Stool,2025-03-17,Homeware — Design,3,€ 49.50,€ 19.80,Credit  Card,ID: 7994From: DublinGender: FemaleAge Range: 45–54
941,Camp Stool,2025-03-17,Homeware — Design,3,€ 49.50,€ 19.80,Credit  Card,ID: 7994From: DublinGender: FemaleAge Range: 45–54
942,Navy Jersey Joggers,17-03-2025,Men  — Trousers,2,€48.00,€23.52,Credit Card,ID: 4673Location OffalyGender: MAge Range: 18—24
943,Navy Jersey Joggers,17-03-2025,Men  — Trousers,2,€48.00,€23.52,Credit Card,ID: 4673Location OffalyGender: MAge Range: 18—24
944,Pink Slim Fit Double Cuff Shirt,18-03-2025,Men — Shirts,1,€29.00,€11.02,Debit Card,ID 11497From: CorkGender: MaleAge Category: 55–64
945,Pink Slim Fit Double Cuff Shirt,18-03-2025,Men — Shirts,1,€29.00,€11.02,Debit Card,ID 11497From: CorkGender: MaleAge Category: 55–64
946,Black Single Cuff Shirt,18 Mar 2025,Men  — Shirts,2,€ 84.00,€ 31.92,Credit Card,Customer ID: 19044From: WaterfordGender: FemaleAge Category: 55-64
947,Black Single Cuff Shirt,18 Mar 2025,Men  — Shirts,2,€ 84.00,€ 31.92,Credit Card,Customer ID: 19044From: WaterfordGender: FemaleAge Category: 55-64
948,Double Wall Mug,18-03-2025,Homeware — Design,1,EUR 12.50,EUR 5.00,CC,ID 17766Location: LouthGender: FemaleAge Group: 35—44
949,Double Wall Mug,18-03-2025,Homeware — Design,1,EUR 12.50,EUR 5.00,CC,ID 17766Location: LouthGender: FemaleAge Group: 35—44
950,Blue Puff Sleeve T-shirt Five Pack,2025-03-18,Children — Girls Clothing,2,€ 43.00,€ 21.93,Credit Card,ID: 6195Location DublinGender: MaleAge Group: 45—54
951,Blue Puff Sleeve T-shirt Five Pack,2025-03-18,Children — Girls Clothing,2,€ 43.00,€ 21.93,Credit Card,ID: 6195Location DublinGender: MaleAge Group: 45—54
952,Dawson Trolley,2025-03-18,Homeware — Design,1,€ 57.00,€ 22.80,Credit Card,City: LimerickCust ID: 6423Age: 35-44Gender: Male
953,Dawson Trolley,2025-03-18,Homeware — Design,1,€ 57.00,€ 22.80,Credit Card,City: LimerickCust ID: 6423Age: 35-44Gender: Male
954,Camp Stool,2025-03-18,Homeware — Design,1,EUR 16.50,EUR 6.60,Credit Card,ID: 16406Location DonegalGender: FemaleAge: 45-54
955,Camp Stool,2025-03-18,Homeware — Design,1,EUR 16.50,EUR 6.60,Credit Card,ID: 16406Location DonegalGender: FemaleAge: 45-54
956,Rose Gold Two Tier Drainer,2025-03-19,Homeware — Design,2,€ 55.80,€ 18.60,Credit Card,Customer ID: 18019From: TipperaryGender: MaleAge: 45–54
957,Rose Gold Two Tier Drainer,2025-03-19,Homeware — Design,2,€ 55.80,€ 18.60,Credit Card,Customer ID: 18019From: TipperaryGender: MaleAge: 45–54
958,Navy Crew and Jogger Set,"Mar 19, 2025",Children  — Boys Clothing,3,€ 52.50,€ 26.77,Credit Card,Cust ID: 5807Location KildareGender: MaleAge Category: 35–44
959,Navy Crew and Jogger Set,"Mar 19, 2025",Children  — Boys Clothing,3,€ 52.50,€ 26.77,Credit Card,Cust ID: 5807Location KildareGender: MaleAge Category: 35–44
960,Black Cigarette Trousers,2025-03-19,Men —  Trousers,1,24.00,11.76,Credit Card,Gender: FCity: DublinID 19009Age Category: 35-44
961,Black Cigarette Trousers,2025-03-19,Men —  Trousers,1,24.00,11.76,Credit Card,Gender: FCity: DublinID 19009Age Category: 35-44
962,Light Blue Ditsy Slub Dress,2025-03-20,Women — Dresses,1,€ 22.50,€ 11.25,Credit Card,ID 12775Location: CorkGender: FemaleAge: 45-54
963,Light Blue Ditsy Slub Dress,2025-03-20,Women — Dresses,1,€ 22.50,€ 11.25,Credit Card,ID 12775Location: CorkGender: FemaleAge: 45-54
964,Grey Marl Panda Face Crew,2025-03-20,Children —  Boys Clothing,3,€34.50,€17.59,Credit Card,ID: 7562City: KerryGender: MaleAge Group: 18—24
965,Grey Marl Panda Face Crew,2025-03-20,Children —  Boys Clothing,3,€34.50,€17.59,Credit Card,ID: 7562City: KerryGender: MaleAge Group: 18—24
966,Rose Print Prom Dress,2025-03-20,Children — Girls Clothing,2,€74.00,€37.74,Credit Card,ID 9837Location: TipperaryGender: MaleAge Group: 35—44
967,Rose Print Prom Dress,2025-03-20,Children — Girls Clothing,2,€74.00,€37.74,Credit Card,ID 9837Location: TipperaryGender: MaleAge Group: 35—44
968,Rose Gold Two Tier Drainer,2025-03-20,Homeware — Design,1,€31.00,€12.40,Credit Card,ID: 8175Location: DublinGender: FemaleAge: 25—34
969,Rose Gold Two Tier Drainer,2025-03-20,Homeware — Design,1,€31.00,€12.40,Credit Card,ID: 8175Location: DublinGender: FemaleAge: 25—34
970,Lilac/Mint Long Sleeve Shirts,2025-03-20,Children — Girls Clothing,1,EUR 26.00,EUR 13.26,Credit Card,Age Range: 25-34From: DublinGender: MaleID: 4909
971,Lilac/Mint Long Sleeve Shirts,2025-03-20,Children — Girls Clothing,1,EUR 26.00,EUR 13.26,Credit Card,Age Range: 25-34From: DublinGender: MaleID: 4909
972,Navy Linen Blend Dress,20-03-2025,Women — Dresses,1,€30.00,€15.00,Debit Card,Cust ID: 16472Location: LaoisGender: MaleAge: 35-44
973,Navy Linen Blend Dress,20-03-2025,Women — Dresses,1,€30.00,€15.00,Debit Card,Cust ID: 16472Location: LaoisGender: MaleAge: 35-44
974,Woodel Wall Mirror,20-03-2025,Homeware — Design,1,EUR 66.00,EUR 26.40,CC,Gender: FemaleID: 2253Age Group: 35–44Location Wicklow
975,Woodel Wall Mirror,20-03-2025,Homeware — Design,1,EUR 66.00,EUR 26.40,CC,Gender: FemaleID: 2253Age Group: 35–44Location Wicklow
976,Multi Llama Vests Three Pack,2025-03-20,Children — Girls Clothing,1,€ 17.50,€ 8.93,Debit Card,ID 3419Location DublinGender: MaleAge Range: 35-44
977,Multi Llama Vests Three Pack,2025-03-20,Children — Girls Clothing,1,€ 17.50,€ 8.93,Debit Card,ID 3419Location DublinGender: MaleAge Range: 35-44
978,Multi Short Sleeve Character T-shirt,21 Mar 2025,Children — Boys Clothing,1,16.50,8.41,Debit Card,Cust ID: 18141From: OffalyGender: MaleAge Category: None
979,Multi Short Sleeve Character T-shirt,21 Mar 2025,Children — Boys Clothing,1,16.50,8.41,Debit Card,Cust ID: 18141From: OffalyGender: MaleAge Category: None
980,Black Skinny Fit Ultra Flex Jeans,21 Mar 2025,Men — Jeans,1,29.70,9.90,Debit Card,Cust ID: 17647Location DublinGender: FemaleAge Range: 25—34
981,Black Skinny Fit Ultra Flex Jeans,21 Mar 2025,Men — Jeans,1,29.70,9.90,Debit Card,Cust ID: 17647Location DublinGender: FemaleAge Range: 25—34
982,Blue Puff Sleeve T–shirt Five Pack,2025-03-22,Children  — Girls Clothing,3,€64.50,€32.90,Credit Card,Customer ID: 2253From: WicklowGender: FemaleAge: 35—44
983,Blue Puff Sleeve T–shirt Five Pack,2025-03-22,Children  — Girls Clothing,3,€64.50,€32.90,Credit Card,Customer ID: 2253From: WicklowGender: FemaleAge: 35—44
984,Double Wall Mug,2025-03-22,Homeware  — Design,1,12.50,5.00,Credit Card,ID: 11069From: CorkGender: MaleAge Category: 25—34
985,Double Wall Mug,2025-03-22,Homeware  — Design,1,12.50,5.00,Credit Card,ID: 11069From: CorkGender: MaleAge Category: 25—34
986,Navy Crew and Jogger Set,22-03-2025,Children —  Boys Clothing,1,€ 17.50,€ 8.93,Debit Card,ID: 13097Age: 45–54Gender: MLocation Dublin
987,Navy Crew and Jogger Set,22-03-2025,Children —  Boys Clothing,1,€ 17.50,€ 8.93,Debit Card,ID: 13097Age: 45–54Gender: MLocation Dublin
988,Multi Short Sleeve Character T-shirt,23-03-2025,Children — Boys Clothing,1,16.50,8.41,Credit Card,ID 10847Location: CorkGender: MaleAge: 25-34
989,Multi Short Sleeve Character T-shirt,23-03-2025,Children — Boys Clothing,1,16.50,8.41,Credit Card,ID 10847Location: CorkGender: MaleAge: 25-34
990,Blue Floral Embroidered Mac,23 Mar 2025,Children — Girls Clothing,1,35.00,17.85,Credit Card,Customer ID: 1772Location: LongfordGender: Prefer not to sayAge Range: 35-44
991,Blue Floral Embroidered Mac,23 Mar 2025,Children — Girls Clothing,1,35.00,17.85,Credit Card,Customer ID: 1772Location: LongfordGender: Prefer not to sayAge Range: 35-44
992,Woodel Wall Mirror,2025-03-23,Homeware —  Design,1,€66.00,€26.40,Credit Card,Cust ID: 4638City: KildareGender: FemaleAge Range: 35–44
993,Woodel Wall Mirror,2025-03-23,Homeware —  Design,1,€66.00,€26.40,Credit Card,Cust ID: 4638City: KildareGender: FemaleAge Range: 35–44
994,Navy/White Long Sleeve Gingham Cheque Shirt,2025-03-23,Men — Shirts,2,€ 58.00,€ 22.04,Credit Card,Cust ID: 9244Location: DublinGender: MaleAge Range: 25-34
995,Navy/White Long Sleeve Gingham Cheque Shirt,2025-03-23,Men — Shirts,2,€ 58.00,€ 22.04,Credit Card,Cust ID: 9244Location: DublinGender: MaleAge Range: 25-34
996,Knitted Pom Pom Throw,2025-03-24,Homeware — Bed Bath,1,33.00,11.55,Debit Card,ID: 10644City: DublinGender: FAge Group: 25-34
997,Knitted Pom Pom Throw,2025-03-24,Homeware — Bed Bath,1,33.00,11.55,Debit Card,ID: 10644City: DublinGender: FAge Group: 25-34
